Ticks, P1Time, P2Time, P3Time, TotalTime, Requests, Regions, Players, Rounds, HasQuest, Replys
3816373232, 1001, 0, 0, 1016, 0, 9, 0, 20, 0, 0
3816374248, 1005, 0, 0, 1008, 0, 9, 0, 20, 0, 0
3816375256, 1001, 0, 17, 1041, 8, 9, 48, 20, 0, 136
3816376297, 751, 0, 216, 1016, 368, 9, 108, 15, 0, 1204
3816377313, 800, 0, 205, 1048, 642, 9, 132, 16, 0, 1989
3816378361, 851, 0, 148, 1023, 672, 9, 132, 17, 0, 2229
3816379384, 851, 0, 158, 1025, 672, 9, 132, 17, 0, 2236
3816380409, 850, 0, 149, 1019, 666, 9, 132, 17, 0, 2236
3816381428, 850, 0, 148, 1022, 657, 9, 130, 17, 0, 2197
3816382450, 850, 0, 150, 1018, 652, 9, 129, 17, 0, 2179
3816383468, 850, 0, 146, 1023, 649, 9, 131, 17, 0, 2187
3816384491, 850, 0, 151, 1024, 675, 9, 132, 17, 0, 2231
3816385515, 850, 0, 140, 1024, 667, 9, 132, 17, 0, 2234
3816386539, 850, 0, 134, 1009, 660, 9, 132, 17, 0, 2225
3816387548, 851, 0, 155, 1019, 676, 9, 133, 17, 0, 2252
3816388567, 850, 0, 150, 1018, 665, 9, 132, 17, 0, 2244
3816389585, 850, 0, 145, 1021, 669, 9, 132, 17, 0, 2234
3816390606, 850, 0, 146, 1023, 675, 9, 134, 17, 0, 2263
3816391629, 850, 0, 154, 1020, 671, 9, 134, 17, 0, 2278
3816392649, 851, 0, 156, 1033, 681, 9, 134, 17, 1, 2259
3816393682, 851, 0, 146, 1030, 692, 9, 135, 17, 1, 2279
3816394712, 850, 0, 149, 1021, 678, 9, 134, 17, 1, 2269
3816395733, 850, 0, 151, 1025, 670, 9, 133, 17, 1, 2244
3816396758, 850, 0, 158, 1036, 676, 9, 133, 17, 1, 2261
3816397794, 850, 0, 167, 1034, 678, 9, 134, 17, 1, 2265
3816398828, 850, 0, 157, 1026, 662, 9, 134, 17, 1, 2258
3816399854, 850, 0, 159, 1031, 664, 9, 134, 17, 1, 2250
3816400885, 851, 0, 158, 1028, 671, 9, 134, 17, 1, 2271
3816401913, 850, 0, 154, 1016, 653, 9, 134, 17, 1, 2253
3816402929, 851, 0, 170, 1027, 672, 9, 134, 17, 1, 2278
3816403956, 853, 0, 151, 1026, 657, 9, 135, 17, 1, 2277
3816404983, 850, 0, 147, 1017, 646, 9, 133, 17, 1, 2257
3816406000, 851, 0, 154, 1025, 641, 9, 133, 17, 1, 2221
3816407025, 850, 0, 155, 1025, 643, 9, 132, 17, 1, 2224
3816408050, 850, 0, 147, 1032, 646, 9, 132, 17, 1, 2244
3816409082, 850, 0, 158, 1028, 651, 9, 133, 17, 1, 2245
3816410110, 850, 0, 148, 1021, 655, 9, 133, 17, 1, 2246
3816411131, 852, 0, 156, 1032, 647, 9, 131, 17, 1, 2194
3816412163, 850, 0, 153, 1027, 618, 9, 128, 17, 1, 2164
3816413190, 851, 0, 151, 1028, 615, 9, 127, 17, 1, 2157
3816414218, 850, 0, 162, 1040, 637, 9, 128, 17, 1, 2171
3816415258, 850, 0, 151, 1038, 625, 9, 128, 17, 1, 2157
3816416296, 850, 0, 157, 1028, 638, 9, 129, 17, 1, 2185
3816417324, 851, 0, 156, 1029, 632, 9, 129, 17, 1, 2179
3816418353, 850, 0, 153, 1034, 619, 9, 128, 17, 1, 2158
3816419388, 850, 0, 166, 1034, 637, 9, 131, 17, 1, 2182
3816420422, 850, 0, 150, 1029, 636, 9, 131, 17, 1, 2220
3816421451, 850, 0, 150, 1029, 641, 9, 130, 17, 1, 2193
3816422480, 850, 0, 147, 1038, 623, 9, 127, 17, 1, 2138
3816423518, 850, 0, 145, 1038, 605, 9, 126, 17, 1, 2118
3816424556, 850, 0, 147, 1033, 625, 9, 125, 17, 1, 2124
3816425589, 852, 0, 148, 1034, 617, 9, 126, 17, 1, 2131
3816426623, 850, 0, 141, 1036, 615, 9, 125, 17, 1, 2111
3816427659, 851, 0, 140, 1027, 605, 9, 126, 17, 1, 2136
3816428686, 850, 0, 143, 1035, 626, 9, 126, 17, 1, 2130
3816429721, 851, 0, 150, 1034, 623, 9, 125, 17, 1, 2125
3816430755, 850, 0, 144, 1027, 608, 9, 126, 17, 1, 2133
3816431782, 850, 0, 148, 1024, 618, 9, 128, 17, 1, 2159
3816432806, 850, 0, 136, 1031, 618, 9, 127, 17, 1, 2147
3816433837, 850, 0, 145, 1034, 616, 9, 126, 17, 1, 2123
3816434871, 850, 0, 143, 1034, 602, 9, 124, 17, 1, 2095
3816435905, 850, 0, 136, 1019, 612, 9, 125, 17, 1, 2106
3816436924, 850, 0, 129, 1027, 594, 9, 123, 17, 1, 2075
3816437951, 850, 0, 147, 1032, 607, 9, 124, 17, 1, 2103
3816438983, 851, 0, 142, 1034, 608, 9, 124, 17, 1, 2095
3816440017, 851, 0, 137, 1043, 598, 9, 123, 17, 1, 2091
3816441060, 852, 0, 140, 1040, 610, 9, 124, 17, 1, 2098
3816442100, 850, 0, 144, 1047, 627, 9, 124, 17, 1, 2108
3816443147, 850, 0, 146, 1034, 598, 9, 124, 17, 1, 2108
3816444181, 850, 0, 142, 1040, 605, 9, 124, 17, 1, 2069
3816445221, 851, 0, 126, 1036, 585, 9, 120, 17, 1, 2024
3816446257, 850, 0, 117, 1043, 581, 9, 120, 17, 1, 2025
3816447300, 850, 0, 144, 1034, 596, 9, 119, 17, 1, 2007
3816448334, 850, 0, 138, 1042, 588, 9, 121, 17, 1, 2019
3816449376, 850, 0, 137, 1048, 582, 9, 120, 17, 1, 2005
3816450424, 850, 0, 139, 1044, 588, 9, 119, 17, 1, 2009
3816451468, 850, 0, 133, 1045, 583, 9, 119, 17, 1, 2003
3816452513, 850, 0, 129, 1046, 575, 9, 117, 17, 1, 1973
3816453559, 851, 0, 127, 1054, 576, 9, 115, 17, 1, 1942
3816454613, 850, 0, 120, 1052, 559, 9, 113, 17, 1, 1915
