Ticks, P1Time, P2Time, P3Time, TotalTime, Requests, Regions, Players, Rounds, HasQuest, Replys
3816373239, 1000, 0, 0, 1008, 0, 9, 0, 20, 0, 0
3816374248, 1001, 0, 0, 1008, 0, 9, 0, 20, 0, 0
3816375256, 1003, 0, 14, 1041, 11, 9, 26, 20, 0, 85
3816376297, 752, 0, 202, 1016, 304, 9, 97, 15, 0, 1039
3816377313, 800, 0, 185, 1048, 594, 9, 124, 16, 0, 1852
3816378361, 850, 0, 140, 1023, 628, 9, 124, 17, 0, 2108
3816379384, 850, 0, 141, 1025, 635, 9, 125, 17, 0, 2112
3816380409, 853, 0, 153, 1019, 626, 9, 125, 17, 0, 2113
3816381428, 851, 0, 136, 1022, 631, 9, 125, 17, 0, 2110
3816382450, 851, 0, 151, 1018, 635, 9, 125, 17, 0, 2125
3816383468, 850, 0, 147, 1023, 635, 9, 126, 17, 0, 2092
3816384491, 851, 0, 146, 1024, 614, 9, 122, 17, 0, 2039
3816385515, 850, 0, 159, 1024, 622, 9, 122, 17, 0, 2062
3816386539, 850, 0, 138, 1009, 608, 9, 121, 17, 0, 2057
3816387548, 850, 0, 135, 1019, 612, 9, 121, 17, 0, 2057
3816388567, 850, 0, 150, 1018, 623, 9, 125, 17, 0, 2102
3816389585, 851, 0, 143, 1021, 635, 9, 125, 17, 0, 2116
3816390606, 852, 0, 149, 1023, 620, 9, 123, 17, 0, 2083
3816391629, 850, 0, 159, 1020, 628, 9, 123, 17, 0, 2091
3816392649, 851, 0, 146, 1033, 631, 9, 123, 17, 1, 2091
3816393682, 850, 0, 152, 1030, 633, 9, 123, 17, 1, 2073
3816394712, 850, 0, 154, 1021, 630, 9, 123, 17, 1, 2082
3816395733, 853, 0, 149, 1025, 620, 9, 124, 17, 1, 2097
3816396758, 852, 0, 162, 1036, 623, 9, 123, 17, 1, 2078
3816397794, 850, 0, 158, 1034, 613, 9, 123, 17, 1, 2084
3816398828, 850, 0, 147, 1026, 622, 9, 124, 17, 1, 2093
3816399854, 850, 0, 150, 1031, 623, 9, 124, 17, 1, 2102
3816400885, 850, 0, 145, 1028, 624, 9, 124, 17, 1, 2092
3816401913, 850, 0, 142, 1016, 618, 9, 125, 17, 1, 2108
3816402929, 850, 0, 148, 1027, 611, 9, 125, 17, 1, 2104
3816403956, 850, 0, 143, 1026, 622, 9, 126, 17, 1, 2126
3816404983, 853, 0, 146, 1017, 607, 9, 125, 17, 1, 2111
3816406000, 850, 0, 139, 1025, 597, 9, 124, 17, 1, 2107
3816407025, 852, 0, 139, 1025, 596, 9, 123, 17, 1, 2068
3816408050, 850, 0, 145, 1032, 603, 9, 122, 17, 1, 2062
3816409082, 851, 0, 151, 1028, 609, 9, 124, 17, 1, 2089
3816410110, 850, 0, 142, 1021, 615, 9, 125, 17, 1, 2107
3816411131, 850, 0, 145, 1032, 614, 9, 125, 17, 1, 2125
3816412163, 852, 0, 153, 1027, 609, 9, 129, 17, 1, 2156
3816413190, 850, 0, 144, 1028, 633, 9, 130, 17, 1, 2203
3816414218, 850, 0, 159, 1040, 645, 9, 130, 17, 1, 2198
3816415258, 851, 0, 152, 1038, 626, 9, 129, 17, 1, 2190
3816416296, 851, 0, 144, 1028, 640, 9, 128, 17, 1, 2155
3816417324, 850, 0, 155, 1029, 616, 9, 127, 17, 1, 2151
3816418353, 850, 0, 157, 1034, 616, 9, 127, 17, 1, 2157
3816419388, 851, 0, 155, 1034, 607, 9, 126, 17, 1, 2121
3816420422, 852, 0, 149, 1029, 605, 9, 124, 17, 1, 2091
3816421451, 850, 0, 154, 1029, 617, 9, 126, 17, 1, 2126
3816422480, 851, 0, 154, 1037, 635, 9, 127, 17, 1, 2137
3816423518, 850, 0, 146, 1038, 624, 9, 127, 17, 1, 2151
3816424556, 850, 1, 144, 1033, 619, 9, 128, 17, 1, 2173
