Ticks, P1Time, P2Time, P3Time, TotalTime, Requests, Regions, Players, Rounds, HasQuest, Replys
3815572277, 1002, 0, 0, 1004, 0, 9, 0, 20, 0, 0
3815573281, 1001, 0, 0, 1003, 0, 9, 0, 20, 0, 0
3815574284, 1001, 0, 0, 1003, 0, 9, 0, 20, 0, 0
3815575287, 903, 1, 83, 1048, 181, 9, 73, 18, 0, 761
3815576335, 751, 0, 166, 1004, 454, 9, 119, 15, 0, 1458
3815577340, 850, 0, 144, 1023, 614, 9, 122, 17, 0, 2074
3815578363, 850, 0, 149, 1027, 630, 9, 122, 17, 0, 2074
3815579390, 850, 0, 141, 1020, 625, 9, 122, 17, 0, 2074
3815580410, 852, 0, 136, 1017, 615, 9, 122, 17, 0, 2074
3815581427, 850, 0, 137, 1009, 611, 9, 122, 17, 0, 2074
3815582437, 850, 0, 146, 1028, 625, 9, 122, 17, 0, 2056
3815583465, 851, 0, 131, 1013, 608, 9, 120, 17, 0, 2040
3815584478, 850, 0, 135, 1017, 607, 9, 119, 17, 0, 2012
3815585495, 850, 0, 142, 1016, 596, 9, 118, 17, 0, 2006
3815586511, 850, 0, 142, 1027, 600, 9, 118, 17, 0, 2006
3815587538, 852, 0, 139, 1021, 601, 9, 118, 17, 0, 2006
3815588559, 851, 0, 127, 1015, 603, 9, 119, 17, 0, 2015
3815589574, 852, 0, 141, 1020, 610, 9, 120, 17, 0, 2025
3815590595, 850, 0, 141, 1030, 619, 9, 121, 17, 0, 2050
3815591626, 851, 0, 160, 1023, 610, 9, 120, 17, 1, 2031
3815592649, 851, 0, 130, 1020, 602, 9, 118, 17, 1, 2003
3815593669, 850, 0, 130, 1017, 591, 9, 117, 17, 1, 1989
3815594686, 851, 0, 136, 1026, 600, 9, 118, 17, 1, 1999
3815595712, 852, 0, 152, 1023, 591, 9, 117, 17, 1, 1989
3815596735, 850, 0, 138, 1020, 588, 9, 117, 17, 1, 1989
3815597755, 851, 0, 131, 1021, 590, 9, 117, 17, 1, 1980
3815598776, 850, 0, 135, 1016, 582, 9, 116, 17, 1, 1965
3815599792, 852, 0, 140, 1026, 573, 9, 115, 17, 1, 1955
3815600818, 850, 0, 141, 1031, 570, 9, 114, 17, 1, 1934
3815601849, 850, 0, 149, 1022, 552, 9, 112, 17, 1, 1889
3815602871, 850, 0, 149, 1026, 553, 9, 111, 17, 1, 1883
3815603897, 850, 0, 128, 1025, 543, 9, 108, 17, 1, 1836
3815604922, 850, 0, 135, 1030, 533, 9, 108, 17, 1, 1836
3815605952, 850, 0, 133, 1023, 527, 9, 108, 17, 1, 1828
3815606975, 850, 0, 137, 1025, 521, 9, 107, 17, 1, 1819
3815608000, 850, 0, 128, 1022, 526, 9, 107, 17, 1, 1807
3815609024, 851, 0, 127, 1029, 516, 9, 106, 17, 1, 1802
3815610053, 850, 0, 133, 1031, 531, 9, 106, 17, 1, 1802
3815611084, 850, 0, 128, 1018, 512, 9, 106, 17, 1, 1802
3815612102, 850, 0, 133, 1018, 507, 9, 106, 17, 1, 1800
3815613120, 851, 0, 120, 1016, 499, 9, 105, 17, 1, 1754
3815614136, 851, 0, 123, 1022, 491, 9, 101, 17, 1, 1696
3815615158, 850, 0, 114, 1031, 480, 9, 98, 17, 1, 1650
3815616189, 851, 0, 116, 1024, 456, 9, 95, 17, 1, 1595
3815617213, 851, 0, 125, 1029, 450, 9, 92, 17, 1, 1564
3815618242, 850, 0, 133, 1028, 454, 9, 92, 17, 1, 1563
3815619271, 852, 0, 108, 1036, 443, 9, 91, 17, 1, 1514
3815620307, 850, 0, 117, 1030, 424, 9, 88, 17, 1, 1489
3815621337, 852, 0, 106, 1028, 428, 9, 87, 17, 1, 1453
3815622365, 851, 0, 112, 1029, 412, 9, 84, 17, 1, 1428
3815623394, 851, 0, 105, 1042, 410, 9, 84, 17, 1, 1402
3815624436, 850, 0, 113, 1040, 404, 9, 81, 17, 1, 1373
3815625476, 850, 0, 100, 1026, 379, 9, 79, 17, 1, 1314
3815626502, 851, 0, 100, 1050, 375, 9, 76, 17, 1, 1280
3815627552, 850, 0, 103, 1031, 372, 9, 75, 17, 1, 1275
3815628583, 850, 0, 101, 1034, 371, 9, 75, 17, 1, 1275
3815629617, 850, 0, 101, 1052, 367, 9, 75, 17, 1, 1245
3815630669, 852, 0, 93, 1039, 362, 9, 73, 17, 1, 1241
3815631708, 851, 0, 91, 1026, 355, 9, 73, 17, 1, 1230
3815632734, 851, 0, 87, 1029, 350, 9, 71, 17, 1, 1207
3815633763, 851, 0, 92, 1025, 346, 9, 71, 17, 1, 1195
3815634788, 850, 0, 90, 1045, 339, 9, 69, 17, 1, 1154
3815635833, 851, 0, 88, 1034, 326, 9, 67, 17, 1, 1139
3815636867, 851, 0, 87, 1034, 328, 9, 66, 17, 1, 1122
3815637901, 850, 0, 90, 1031, 330, 9, 66, 17, 1, 1111
3815638933, 851, 0, 87, 1037, 312, 9, 65, 17, 1, 1082
3815639970, 850, 0, 93, 1031, 312, 9, 63, 17, 1, 1071
3815641002, 851, 0, 78, 1040, 304, 9, 63, 17, 1, 1057
3815642042, 850, 0, 81, 1042, 304, 9, 62, 17, 1, 1035
3815643084, 851, 0, 85, 1035, 293, 9, 60, 17, 1, 995
3815644119, 853, 0, 79, 1037, 277, 9, 58, 17, 1, 979
3815645156, 850, 0, 81, 1034, 283, 9, 57, 17, 1, 957
3815646190, 850, 0, 73, 1043, 275, 9, 55, 17, 0, 935
3815647233, 850, 0, 84, 1036, 286, 9, 56, 17, 0, 938
3815648269, 851, 0, 75, 1038, 282, 9, 56, 17, 0, 939
3815649307, 850, 0, 83, 1039, 272, 9, 55, 17, 0, 933
3815650346, 850, 0, 78, 1028, 265, 9, 55, 17, 0, 922
3815651375, 850, 0, 76, 1028, 262, 9, 54, 17, 0, 900
3815652403, 850, 0, 71, 1059, 263, 9, 53, 17, 0, 888
3815653462, 852, 0, 77, 1035, 261, 9, 53, 17, 0, 891
3815654497, 851, 0, 73, 1052, 257, 9, 52, 17, 0, 863
3815655549, 850, 0, 86, 1048, 253, 9, 51, 17, 0, 858
3815656597, 850, 0, 71, 1042, 253, 9, 51, 17, 0, 849
3815657639, 852, 0, 72, 1037, 249, 9, 49, 17, 0, 825
3815658677, 850, 0, 76, 1039, 228, 9, 48, 17, 0, 791
3815659716, 850, 0, 66, 1049, 225, 9, 46, 17, 0, 775
3815660765, 851, 0, 73, 1033, 230, 9, 45, 17, 0, 763
3815661798, 850, 0, 69, 1047, 220, 9, 44, 17, 0, 732
3815662845, 850, 0, 68, 1042, 209, 9, 43, 17, 0, 731
3815663887, 853, 0, 64, 1038, 199, 9, 43, 17, 0, 663
3815664925, 851, 0, 51, 1043, 192, 9, 39, 17, 0, 647
3815665969, 850, 0, 59, 1042, 203, 9, 40, 17, 1, 676
3815667011, 851, 0, 56, 1046, 198, 9, 38, 17, 1, 633
3815668057, 851, 0, 46, 1042, 180, 9, 36, 17, 1, 590
3815669099, 850, 0, 44, 1028, 166, 9, 33, 17, 1, 561
3815670127, 851, 0, 46, 1039, 161, 9, 33, 17, 1, 548
3815671166, 850, 0, 46, 1042, 165, 9, 32, 17, 1, 540
3815672208, 850, 0, 40, 1037, 149, 9, 31, 17, 1, 504
3815673245, 851, 0, 44, 1043, 134, 9, 29, 17, 1, 482
3815674288, 850, 0, 38, 1046, 136, 9, 28, 17, 1, 461
3815675335, 851, 0, 42, 1039, 135, 9, 27, 17, 1, 459
3815676374, 850, 0, 35, 1056, 128, 9, 25, 17, 1, 416
3815677430, 851, 0, 36, 1040, 117, 9, 24, 17, 1, 408
3815678470, 850, 0, 36, 1056, 116, 9, 23, 17, 1, 388
3815679526, 850, 0, 34, 1047, 113, 9, 22, 17, 1, 374
3815680573, 851, 0, 37, 1041, 110, 9, 22, 17, 1, 371
3815681614, 851, 0, 39, 1055, 103, 9, 21, 17, 1, 357
3815682669, 850, 0, 35, 1050, 105, 9, 21, 17, 1, 357
3815683719, 851, 0, 38, 1044, 104, 9, 21, 17, 1, 357
3815684763, 800, 0, 34, 1006, 94, 9, 21, 16, 1, 317
3815685770, 851, 0, 32, 1053, 99, 9, 19, 17, 1, 323
3815686823, 800, 0, 34, 1006, 93, 9, 19, 16, 1, 304
3815687829, 850, 0, 42, 1058, 95, 9, 19, 17, 1, 320
3815688887, 852, 0, 33, 1060, 85, 9, 18, 17, 1, 281
3815689947, 801, 0, 27, 1023, 74, 9, 16, 16, 1, 248
