Ticks, P1Time, P2Time, P3Time, TotalTime, Requests, Regions, Players, Rounds, HasQuest, Replys
3820035138, 1001, 0, 0, 1010, 0, 9, 0, 20, 0, 0
3820036148, 1000, 0, 0, 1004, 0, 9, 0, 20, 0, 0
3820037152, 1002, 0, 0, 1006, 0, 9, 0, 20, 0, 0
3820038158, 1002, 0, 0, 1005, 0, 9, 0, 20, 0, 0
3820039164, 1004, 0, 0, 1007, 0, 9, 0, 20, 0, 0
3820040171, 1003, 0, 0, 1006, 0, 9, 0, 20, 0, 0
3820041177, 1003, 0, 0, 1007, 0, 9, 0, 20, 0, 0
3820042184, 1001, 0, 24, 1052, 28, 9, 51, 20, 0, 193
3820043236, 804, 0, 168, 1043, 388, 9, 113, 16, 0, 1344
3820044279, 801, 0, 179, 1036, 654, 9, 131, 16, 0, 2034
3820045315, 850, 0, 150, 1023, 665, 9, 131, 17, 0, 2209
3820046338, 850, 0, 162, 1023, 658, 9, 131, 17, 0, 2191
3820047361, 851, 0, 149, 1016, 668, 9, 131, 17, 0, 2226
3820048377, 851, 0, 153, 1023, 667, 9, 131, 17, 0, 2227
3820049400, 850, 0, 143, 1021, 663, 9, 131, 17, 0, 2213
3820050421, 850, 0, 146, 1014, 655, 9, 130, 17, 0, 2210
3820051435, 851, 0, 152, 1025, 660, 9, 131, 17, 0, 2225
3820052460, 850, 0, 153, 1018, 671, 9, 132, 17, 0, 2239
3820053478, 852, 0, 147, 1018, 656, 9, 131, 17, 0, 2211
3820054496, 850, 0, 161, 1027, 666, 9, 130, 17, 1, 2210
3820055523, 851, 0, 159, 1025, 665, 9, 131, 17, 1, 2212
3820056548, 852, 0, 153, 1025, 671, 9, 131, 17, 1, 2219
3820057573, 851, 0, 157, 1027, 677, 9, 132, 17, 1, 2232
3820058600, 851, 0, 155, 1024, 676, 9, 133, 17, 1, 2246
3820059624, 851, 0, 144, 1016, 659, 9, 133, 17, 1, 2213
3820060640, 850, 0, 141, 1017, 645, 9, 128, 17, 1, 2175
